series_title,series_type,series_episodes,my_watched_episodes,my_status
Stringendo: Angel-tachi no Private Lesson,OVA,12,12,On-Hold
Suashi no Houkago,OVA,1,0,Dropped
Subete ga F ni Naru,TV,11,11,On-Hold
Sugar Sugar Rune,TV,51,51,On-Hold
Suika,OVA,3,3,On-Hold
Suisei no Gargantia,TV,13,13,On-Hold
Suisei no Gargantia Specials,Special,2,2,On-Hold
Suishou no Yoru: Aoi Kokuhaku yori,OVA,1,0,Dropped
Suite Precure?,TV,48,48,On-Hold
Suite Precure? Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody?,Movie,1,1,On-Hold
Sukeban Deka,OVA,2,2,On-Hold
Sukeban Shoukai Cutie Lemon,OVA,3,0,Dropped
Suki da yo!,OVA,2,2,On-Hold
"Suki de Suki de, Suki de The Animation",OVA,2,2,On-Hold
Sukitte Ii na yo.,TV,13,13,On-Hold
Sukitte Ii na yo.: Mei and Marshmallow,Special,10,10,On-Hold
Summer Wars,Movie,1,1,On-Hold
Sunabouzu,TV,24,24,On-Hold
Sunohara-sou no Kanrinin-san,TV,12,12,On-Hold
Super Erotic Anime,OVA,2,0,Dropped
Supernatural The Animation,OVA,22,22,On-Hold
Suteki Tantei Labyrinth,TV,25,0,Dropped
Suzuka,TV,26,26,On-Hold
Suzumi-bune,Movie,1,0,Dropped
Suzumiya Haruhi no Shoushitsu,Movie,1,1,On-Hold
Suzumiya Haruhi no Yuuutsu,TV,14,14,On-Hold
Suzumiya Haruhi no Yuuutsu (2009),TV,14,14,On-Hold
Sweet Home: H na Oneesan wa Suki Desu ka?,OVA,3,3,On-Hold
Swing Out Sisters,OVA,1,0,Dropped
Sword Art Online,TV,25,25,On-Hold
Sword Art Online Alternative: Gun Gale Online,TV,12,12,On-Hold
Sword Art Online Alternative: Gun Gale Online - Refrain,Special,1,1,On-Hold
Sword Art Online II,TV,24,24,On-Hold
Sword Art Online II: Debriefing,Special,1,1,On-Hold
Sword Art Online II: Sword Art Offline II,Special,9,9,On-Hold
Sword Art Online Movie: Ordinal Scale,Movie,1,1,On-Hold
Sword Art Online: Alicization,TV,24,24,On-Hold
Sword Art Online: Alicization - Recollection,Special,1,1,Watching
Sword Art Online: Alicization - War of Underworld,TV,12,12,Watching
Sword Art Online: Alicization - War of Underworld 2nd Season,TV,11,0,Plan to Watch
Sword Art Online: Alicization - War of Underworld Reflection,Special,1,1,On-Hold
Sword Art Online: Extra Edition,Special,1,1,On-Hold
Sword Art Online: Sword Art Offline,Special,9,9,On-Hold
Sword Art Online: Sword Art Offline - Extra Edition,Special,1,1,On-Hold
Sword Gai The Animation,ONA,12,12,On-Hold
Taboo Tattoo,TV,12,12,On-Hold
Tachibanakan Triangle,TV,12,12,On-Hold
Tactical Roar,TV,13,13,On-Hold
Tactical Roar Special,Special,1,1,On-Hold
Tactics,TV,25,25,On-Hold
Tada-kun wa Koi wo Shinai,TV,13,13,Watching
Taifuu no Noruda,Movie,1,1,On-Hold
Taiho Shichau zo,OVA,4,4,On-Hold
Taiho Shichau zo (TV),TV,47,47,On-Hold
Taiho Shichau zo The Movie,Movie,1,1,On-Hold
Taiho Shichau zo: Nagisa no Koutsuu Yuudou,Special,1,1,On-Hold
Tailenders,Movie,1,1,On-Hold
Taimadou Gakuen 35 Shiken Shoutai,TV,12,12,On-Hold
Taimanin Asagi 2,OVA,2,2,On-Hold
Taimanin Asagi 3,OVA,2,2,On-Hold
Taimanin Yukikaze,OVA,3,3,On-Hold
Takahashi Rumiko Gekijou Ningyo no Mori,TV,13,13,On-Hold
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Movie,1,1,On-Hold
Takarajima,TV,26,26,On-Hold
Takarasagashi no Natsuyasumi,ONA,1,1,On-Hold
Tales of Eternia The Animation,TV,13,13,On-Hold
Tales of Phantasia The Animation,OVA,4,4,On-Hold
Tales of Symphonia The Animation: Sekai Tougou-hen,OVA,3,3,On-Hold
Tales of Symphonia The Animation: Sylvarant-hen,OVA,4,4,On-Hold
Tales of Symphonia The Animation: Tethe'alla-hen,OVA,4,4,On-Hold
Tales of the Abyss,TV,26,26,On-Hold
Tales of Vesperia: The First Strike,Movie,1,1,On-Hold
Tales of Zestiria the Cross,TV,12,12,On-Hold
Tales of Zestiria the Cross 2nd Season,TV,13,13,On-Hold
Tales of Zestiria the Cross: Saiyaku no Jidai,Special,1,1,On-Hold
Tamako Market,TV,12,12,On-Hold
Tamashii Insert,OVA,2,2,On-Hold
Tamayomi,TV,12,4,Watching
Tanaka-kun wa Itsumo Kedaruge,TV,12,12,On-Hold
Tanaka-kun wa Itsumo Kedaruge Specials,Special,7,7,On-Hold
Tanin no Kankei,OVA,2,2,On-Hold
TANK S.W.A.T. 01,OVA,1,1,On-Hold
Tantei Gakuen Q,TV,45,45,On-Hold
Tari Tari,TV,13,13,On-Hold
Tasogare Otome x Amnesia,TV,12,12,On-Hold
Tasogare Otome x Amnesia: Taima Otome,Special,1,1,On-Hold
Tatakae!! Ramenman,TV,35,35,On-Hold
Tatakae!! Ramenman (Movie),Movie,1,1,On-Hold
Tatakau Shisho: The Book of Bantorra,TV,27,27,On-Hold
Tate no Yuusha no Nariagari,TV,25,25,On-Hold
Tatsu no Ko Tarou,Movie,1,1,On-Hold
Tattoon Master,OVA,2,2,On-Hold
Tayu Tayu,OVA,4,4,On-Hold
Tayutama: Kiss on My Deity,TV,12,12,On-Hold
Tayutayu: Pure My Heart,Special,6,6,On-Hold
Teakamamire no Tenshi The Animation,OVA,1,1,On-Hold
Tears to Tiara,TV,26,26,On-Hold
Techno Police 21C,Movie,1,1,On-Hold
Tegami Bachi: Omakebachi,Special,25,25,On-Hold
Tegamibachi,TV,25,25,On-Hold
Tegamibachi Gakuen,Special,25,25,On-Hold
Tegamibachi Reverse,TV,25,25,On-Hold
Teito Monogatari,OVA,4,4,On-Hold
Teizokurei Daydream,OVA,4,4,On-Hold
Tejina-senpai,TV,12,12,Watching
Tekkon Kinkreet,Movie,1,1,On-Hold
Teleclub no Himitsu,OVA,2,0,Dropped
Telepathist IQ Saiko,OVA,1,0,Dropped
Telepathy Shoujo Ran,TV,26,26,On-Hold
Ten Little Gall Force,OVA,1,1,On-Hold
Tenamonya Voyagers,OVA,4,4,On-Hold
Tenbatsu Angel Rabbie?,OVA,1,0,Dropped
Tenchi Muyou!,TV,26,26,On-Hold
Tenchi Muyou! GXP,TV,26,26,On-Hold
Tenchi Muyou! in Love,Movie,1,1,On-Hold
Tenchi Muyou! in Love 2: Haruka Naru Omoi,Movie,1,1,On-Hold
Tenchi Muyou! Manatsu no Eve,Movie,1,1,On-Hold
Tenchi Muyou! Ryououki,OVA,6,6,On-Hold
Tenchi Muyou! Ryououki 2nd Season,OVA,6,6,On-Hold
Tenchi Muyou! Ryououki 3rd Season,OVA,6,6,On-Hold
Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,OVA,1,1,On-Hold
Tenchi Muyou! Ryououki 4th Season,OVA,4,4,On-Hold
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,OVA,1,1,On-Hold
Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,OVA,1,1,On-Hold
Tengen Toppa Gurren Lagann,TV,27,27,On-Hold
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Movie,1,1,On-Hold
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Movie,1,1,On-Hold
Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,OVA,1,1,On-Hold
Tengen Toppa Gurren Lagann: Kirameki?Yoko Box - Pieces of Sweet Stars,Music,1,1,On-Hold
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Special,1,1,On-Hold
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,OVA,1,1,On-Hold
Tengen Toppa Gurren Lagann: Parallel Works,Music,8,8,On-Hold
Tengen Toppa Gurren Lagann: Parallel Works 2,Music,7,7,On-Hold
"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",OVA,1,1,On-Hold
Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,OVA,2,2,On-Hold
Tenjou Tenge,TV,24,24,On-Hold
Tenjou Tenge: The Past Chapter,Movie,1,1,On-Hold
Tenjou Tenge: The Ultimate Fight,OVA,2,2,On-Hold
Tenka Hyakken: Meiji-kan e Youkoso!,TV,12,12,Watching
Tenkousei,OVA,4,4,On-Hold
Tenkuu Danzai Skelter+Heaven,OVA,1,1,On-Hold
Tenkuu no Escaflowne,TV,26,26,On-Hold
Tenkuu no Shiro Laputa,Movie,1,1,On-Hold
Tenkuu Senki Shurato,TV,38,38,On-Hold
Tennen Koi-iro Alcohol,OVA,2,2,On-Hold
Tenpou Ibun: Ayakashi Ayashi,TV,25,25,On-Hold
Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Special,5,5,On-Hold
Tensei Kendo no Harem Colosseo,OVA,4,4,On-Hold
Tensei shitara Slime Datta Ken,TV,24,24,On-Hold
Tensei shitara Slime Datta Ken OVA,OVA,5,1,On-Hold
Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,Special,1,1,On-Hold
Tenshi ni Narumon!,TV,26,26,On-Hold
Tenshi no 3P!,TV,12,12,On-Hold
Tenshi no Tamago,OVA,1,1,On-Hold
Tentacle and Witches,OVA,4,4,On-Hold
Terra e...,Movie,1,1,On-Hold
Terra e... (TV),TV,24,24,On-Hold
Terra Formars,TV,13,13,On-Hold
Terra Formars: Revenge,TV,13,13,On-Hold
Terra Story,OVA,2,0,Dropped
Tetsuwan Birdy,OVA,4,4,On-Hold
Tetsuwan Birdy Decode,TV,13,13,On-Hold
Tetsuwan Birdy Decode: The Cipher,OVA,1,1,On-Hold
Tetsuwan Birdy Decode:02,TV,12,12,On-Hold
Texhnolyze,TV,22,22,On-Hold
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,Movie,1,1,On-Hold
Tezuka Osamu no Buddha: Owarinaki Tabi,Movie,1,1,On-Hold
The Animatrix,OVA,9,9,On-Hold
The Big O,TV,26,26,On-Hold
The Choujo,OVA,1,1,On-Hold
The Cockpit,OVA,3,3,On-Hold
The Epic Of ZektBach,OVA,1,0,Dropped
The God of High School,TV,13,0,Plan to Watch
The Guts!,OVA,2,2,On-Hold
The Hakkenden,OVA,6,6,On-Hold
The Hakkenden: Shin Shou,OVA,7,7,On-Hold
The Last: Naruto the Movie,Movie,1,1,On-Hold
The Reflection,TV,12,12,On-Hold
The Satisfaction,OVA,1,0,Dropped
The Siamese: First Mission,Movie,1,0,Dropped
The Sky Crawlers,Movie,1,1,On-Hold
The SoulTaker: Tamashii-gari,TV,13,13,On-Hold
The Third: Aoi Hitomi no Shoujo,TV,24,24,On-Hold
Thermae Romae,TV,3,3,On-Hold
Tiger & Bunny,TV,25,25,On-Hold
Tiger & Bunny Movie 2: The Rising,Movie,1,1,On-Hold
Time Bokan Series: Yatterman,TV,108,22,On-Hold
Timing (Movie),Movie,1,0,Dropped
Tiny Evil,OVA,4,4,On-Hold
To LOVE-Ru,TV,26,26,On-Hold
To LOVE-Ru Darkness,TV,12,12,On-Hold
To LOVE-Ru Darkness 2nd,TV,12,12,On-Hold
To LOVE-Ru Darkness 2nd OVA,OVA,3,3,On-Hold
To LOVE-Ru Darkness 2nd Specials,Special,2,2,On-Hold
To LOVE-Ru Darkness OVA,OVA,6,6,On-Hold
To LOVE-Ru OVA,OVA,6,6,On-Hold
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,OVA,1,1,On-Hold
TO-Y,OVA,1,1,On-Hold
Toaru Kagaku no Accelerator,TV,12,12,Watching
Toaru Kagaku no Railgun,TV,24,24,On-Hold
Toaru Kagaku no Railgun S,TV,24,24,On-Hold
Toaru Kagaku no Railgun T,TV,25,8,Watching
Toaru Majutsu no Index,TV,24,24,On-Hold
Toaru Majutsu no Index II,TV,24,24,On-Hold
Toaru Majutsu no Index III,TV,26,26,On-Hold
Toaru Majutsu no Index Movie: Endymion no Kiseki,Movie,1,1,On-Hold
Toaru Majutsu no Index-tan III,Special,2,2,On-Hold
Togainu no Chi,TV,12,12,On-Hold
Toji no Miko,TV,24,24,On-Hold
Toki wo Kakeru Shoujo,Movie,1,1,On-Hold
Tokineiro,OVA,2,2,On-Hold
Tokio Kidou Police,OVA,2,0,Dropped
Tokubetsu Byoutou,OVA,2,2,On-Hold
Tokubetsu Jugyou,OVA,2,0,Dropped
Tokubetsu Jugyou 2,OVA,2,0,Dropped
Tokubetsu Jugyou 3 SLG The Animation,OVA,2,1,On-Hold
Tokumu Sentai Shinesman,OVA,2,2,On-Hold
Tokumu Sousakan Rei & Fuko,OVA,4,4,On-Hold
Tokyo ESP,TV,12,12,On-Hold
Tokyo Ghoul,TV,12,12,On-Hold
Tokyo Ghoul ?A,TV,12,12,On-Hold
Tokyo Godfathers,Movie,1,1,On-Hold
Tokyo Magnitude 8.0,TV,11,11,On-Hold
Tokyo Magnitude 8.0 Recap,Special,1,1,On-Hold
Tokyo Majin Gakuen Kenpucho: Tou,TV,14,14,On-Hold
Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,TV,12,12,On-Hold
Tokyo Marble Chocolate,OVA,2,2,On-Hold
Tokyo Mew Mew,TV,52,52,On-Hold
Tokyo Ravens,TV,24,24,On-Hold
Tokyo Requiem,OVA,2,2,On-Hold
Tokyo Underground,TV,26,26,On-Hold
Tom Sawyer no Bouken,TV,49,49,On-Hold
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),TV,37,37,On-Hold
Tomica Kizuna Gattai: Earth Granner,TV,0,0,Plan to Watch
Tonagura!,TV,13,13,On-Hold
Tonari no Kaibutsu-kun,TV,13,13,On-Hold
Tonari no Kyuuketsuki-san,TV,12,12,On-Hold
Tonari no Oneesan,OVA,2,2,On-Hold
Tonari no Totoro,Movie,1,1,On-Hold
Tonari no Yamada-kun,Movie,1,1,On-Hold
Tondemo Nezumi Daikatsuyaku,Movie,1,1,On-Hold
Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,OVA,2,2,On-Hold
Top Secret: The Revelation,TV,26,26,On-Hold
Top wo Nerae 2! Diebuster,OVA,6,6,On-Hold
Top wo Nerae! Gunbuster,OVA,6,6,On-Hold
Top wo Nerae! Gunbuster Specials,Special,3,3,On-Hold
Top wo Nerae! Kagaku Kouza,Special,6,6,On-Hold
Toradora!,TV,25,25,On-Hold
Toradora!: Bentou no Gokui,Special,1,1,On-Hold
Toradora!: SOS! Kuishinbou Banbanzai,Special,4,4,On-Hold
Toriko,TV,147,147,On-Hold
Toriko Hime: Hakudaku Mamire no Reijou,OVA,2,2,On-Hold
Toriko no Chigiri,OVA,2,0,Dropped
Toriko no Kusari,OVA,2,2,On-Hold
Toshi Densetsu Series,OVA,6,4,On-Hold
Toshokan Sensou,TV,12,12,On-Hold
Toshokan Sensou: Koi no Shougai,Special,1,1,On-Hold
Touch,TV,101,101,On-Hold
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV,26,26,On-Hold
Touka Gettan,TV,26,26,On-Hold
Touma Kishinden Oni,TV,25,0,Dropped
Toumei Ningen (OVA),OVA,2,2,On-Hold
Toumei Ningen R,OVA,2,2,On-Hold
Toushin Toshi II,OVA,3,3,On-Hold
Toushindai My Lover: Minami tai Mecha-Minami,OVA,1,0,Dropped
Toushinden,OVA,2,2,On-Hold
Toushou Daimos,TV,44,44,On-Hold
Towa no Quon 1: Utakata no Kaben,Movie,1,1,On-Hold
Towa no Quon 2: Konton no Ranbu,Movie,1,1,On-Hold
Towa no Quon 3: Mugen no Renza,Movie,1,1,On-Hold
Towa no Quon 4: Guren no Shoushin,Movie,1,1,On-Hold
Towa no Quon 5: Souzetsu no Raifuku,Movie,1,1,On-Hold
Towa no Quon 6: Towa no Quon,Movie,1,1,On-Hold
Tower of Etruria,OVA,2,2,On-Hold
Tragic Silence: Shoujo Yugi,OVA,1,0,Dropped
Trava: Fist Planet,OVA,4,4,On-Hold
Tres Marias: Sannin no Sei Shojo,OVA,2,2,On-Hold
Triage X,TV,10,10,On-Hold
Triage X: Recollection XOXO,OVA,1,1,On-Hold
Triangle Blue,OVA,2,2,On-Hold
Triangle Heart: Sazanami Joshi Ryo,OVA,5,5,On-Hold
Trick or Alice,OVA,1,0,Dropped
Trigun,TV,26,26,On-Hold
Trigun: Badlands Rumble,Movie,1,1,On-Hold
Trinity Blood,TV,24,24,On-Hold
Trinity Seven,TV,12,12,On-Hold
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,OVA,1,1,On-Hold
Tropical Kiss,OVA,3,3,On-Hold
Trouble Chocolate,TV,20,20,On-Hold
Trouble Evocation,OVA,2,2,On-Hold
True Tears,TV,13,13,On-Hold
Try Knights,TV,12,12,Watching
TSF Monogatari,OVA,2,2,On-Hold
Tsubaki Iro no Purijioone,OVA,3,3,On-Hold
Tsubasa Chronicle,TV,26,26,On-Hold
Tsubasa Chronicle 2nd Season,TV,26,26,On-Hold
Tsugou no Yoi Sexfriend?,OVA,4,4,On-Hold
Tsugu Tsugumomo,TV,12,3,Watching
Tsugumomo,TV,12,12,On-Hold
Tsui no Sora,OVA,1,0,Dropped
Tsuki ga Kirei,TV,12,12,On-Hold
Tsuki ga Kirei Special,Special,1,1,On-Hold
Tsuki ga Kirei: Michinori,Special,1,1,On-Hold
Tsuki Kagerou,OVA,3,3,On-Hold
Tsuki no Sango,Movie,1,0,Dropped
Tsukimonogatari,TV,4,4,On-Hold
Tsukiuta. The Animation 2,TV,0,0,Plan to Watch
Tsukumogami Kashimasu,TV,12,2,Watching
Tsukuyomi: Moon Phase,TV,25,25,On-Hold
Tsukuyomi: Moon Phase Special,Special,1,1,On-Hold
Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,OVA,1,1,On-Hold
Tsuma Shibori,OVA,2,2,On-Hold
Tsuma to Mama to Boin,OVA,2,2,On-Hold
Tsuma Tsuma,OVA,2,2,On-Hold
Tsumamigui,OVA,2,2,On-Hold
Tsumamigui 3 The Animation,OVA,2,2,On-Hold
Tsun Tsun Maid wa Ero Ero Desu,OVA,2,2,On-Hold
Tsundere Inran Shoujo Sukumi,OVA,2,2,On-Hold
Tsurezure Children,TV,12,12,On-Hold
Tsuritama,TV,12,12,On-Hold
Tsurune: Kazemai Koukou Kyuudoubu,TV,13,13,On-Hold
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,TV,12,12,Watching
Turn A Gundam,TV,50,50,On-Hold
Turn A Gundam I Movie: Earth Light,Movie,1,1,On-Hold
Turn A Gundam II Movie: Moonlight Butterfly,Movie,1,1,On-Hold
Twilight Q,OVA,2,2,On-Hold
Twin Angel Break,TV,12,12,On-Hold
Twinkle Nora Rock Me!,OVA,1,1,On-Hold
Two Car,TV,12,12,On-Hold
Tytania,TV,26,26,On-Hold
Uba,OVA,2,2,On-Hold
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",TV,12,12,On-Hold
Uchi no Maid ga Uzasugiru!,TV,12,12,On-Hold
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,Special,1,1,On-Hold
Uchi Tama?! Uchi no Tama Shirimasen ka?,TV,11,11,Watching
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",Movie,1,1,On-Hold
Uchiyama Aki,OVA,3,2,On-Hold
Uchouten Kazoku,TV,13,13,On-Hold
Uchouten Kazoku 2,TV,12,12,On-Hold
Uchuu Densetsu Ulysses 31,TV,26,26,On-Hold
Uchuu Icchokusen,Movie,1,0,Dropped
Uchuu Kyoudai,TV,99,99,On-Hold
Uchuu Kyoudai: Number Zero,Movie,1,1,On-Hold
Uchuu no Kishi Tekkaman Blade,TV,49,49,On-Hold
Uchuu no Kishi Tekkaman Blade II,OVA,6,6,On-Hold
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,OVA,1,1,On-Hold
Uchuu no Kishi Tekkaman Blade OVA: Missing Link,OVA,1,1,On-Hold
Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,OVA,1,1,On-Hold
Uchuu no Senshi,OVA,6,6,On-Hold
Uchuu no Stellvia,TV,26,26,On-Hold
Uchuu Patrol Luluco,TV,13,13,On-Hold
Uchuu Senkan Yamato,TV,26,26,On-Hold
Uchuu Senkan Yamato (Movie),Movie,1,1,On-Hold
Uchuu Senkan Yamato 2,TV,26,26,On-Hold
Uchuu Senkan Yamato 2199,OVA,26,26,On-Hold
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OVA,26,26,On-Hold
Uchuu Senkan Yamato III,TV,25,25,On-Hold
Uchuu Senkan Yamato: Aratanaru Tabidachi,Special,1,1,On-Hold
Uchuu Senkan Yamato: Kanketsu-hen,Movie,1,1,On-Hold
Uchuu Senshi Baldios,TV,34,34,On-Hold
Uchuu Senshi Baldios (Movie),Movie,1,1,On-Hold
Udon no Kuni no Kiniro Kemari,TV,12,12,On-Hold
Ueki no Housoku,TV,51,51,On-Hold
Ueno-san wa Bukiyou,TV,12,12,On-Hold
UFO Gakuen no Himitsu,Movie,1,1,On-Hold
UFO Princess Valkyrie,TV,12,12,On-Hold
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,TV,12,12,On-Hold
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,OVA,6,6,On-Hold
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,OVA,2,2,On-Hold
UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,Special,1,1,On-Hold
UFO Robo Grendizer,TV,74,74,On-Hold
UFO Senshi Dai Apolon,TV,26,26,On-Hold
Uhou Renka,OVA,2,2,On-Hold
Ultra Maniac,TV,26,26,On-Hold
Ultra Maniac OVA,OVA,1,1,On-Hold
Ultraviolet: Code 044,TV,12,12,On-Hold
Ulysses 31 Pilot,Special,1,1,On-Hold
Ulysses: Jehanne Darc to Renkin no Kishi,TV,12,12,On-Hold
Umi Monogatari: Anata ga Ite Kureta Koto,TV,12,12,On-Hold
Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,Special,1,1,On-Hold
Umineko no Naku Koro ni,TV,26,26,On-Hold
UN-GO,TV,11,11,On-Hold
UN-GO: Inga-ron,Movie,1,1,On-Hold
Unbalance,OVA,3,3,On-Hold
Under World,OVA,1,0,Dropped
Unsweet: Netorare Ochita Onna-tachi,OVA,1,1,On-Hold
Upotte!!,ONA,10,10,On-Hold
Upotte!!: Miatte Waratte,OVA,1,1,On-Hold
UQ Holder!: Mahou Sensei Negima! 2,TV,12,12,On-Hold
UQ Holder!: Mahou Sensei Negima! 2 (OVA),OVA,3,3,On-Hold
Ura Jutaijima,OVA,2,2,On-Hold
Urahara,TV,12,12,On-Hold
Urara Meirochou,TV,12,12,On-Hold
Urban Square: Kouhaku no Tsuigeki,OVA,1,1,On-Hold
Urusei Yatsura,TV,195,195,On-Hold
Urusei Yatsura Movie 1: Only You,Movie,1,1,On-Hold
Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,1,1,On-Hold
Urusei Yatsura Movie 3: Remember My Love,Movie,1,1,On-Hold
Urusei Yatsura Movie 4: Lum The Forever,Movie,1,1,On-Hold
Urusei Yatsura Movie 5: Kanketsu-hen,Movie,1,1,On-Hold
Urusei Yatsura Movie 6: Itsudatte My Darling,Movie,1,1,On-Hold
Urusei Yatsura OVA,OVA,11,11,On-Hold
"Urusei Yatsura: Haru da, Tobidase!",Special,1,1,On-Hold
Usagi Drop,TV,11,11,On-Hold
Usagi Drop Specials,Special,4,4,On-Hold
Usagi-chan de Cue!!,OVA,3,3,On-Hold
Ushio to Tora,OVA,10,10,On-Hold
Ushio to Tora (TV),TV,26,26,On-Hold
Ushio to Tora (TV) 2nd Season,TV,13,13,On-Hold
Usogui,OVA,1,0,Dropped
Uta?Kata,TV,12,12,On-Hold
Utsukushiki Sei no Dendoushi Reirei,OVA,2,2,On-Hold
Utsunomiko: Heaven Chapter,OVA,13,13,On-Hold
Uzaki-chan wa Asobitai!,TV,12,0,Plan to Watch
Val x Love,TV,12,12,Watching
Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,OVA,2,2,On-Hold
Valkyrie Drive: Mermaid,TV,12,12,On-Hold
Valkyrie Drive: Mermaid Specials,Special,6,6,On-Hold
Vampire,OVA,2,2,On-Hold
Vampire Hunter,OVA,4,4,On-Hold
Vampire Hunter D,Movie,1,1,On-Hold
Vampire Hunter D (2000),Movie,1,1,On-Hold
Vampire Knight,TV,13,13,On-Hold
Vampire Knight: Guilty,TV,13,13,On-Hold
Vampire Sensou,OVA,1,1,On-Hold
Vandread,TV,13,13,On-Hold
Vandread: The Second Stage,TV,13,13,On-Hold
Vanquished Queens,OVA,4,4,On-Hold
Vanquished Queens Specials,Special,4,4,On-Hold
Variable Geo,OVA,3,3,On-Hold
Vassalord.,OVA,1,1,On-Hold
Venus Senki,Movie,1,1,On-Hold
Venus Versus Virus,TV,12,12,On-Hold
Versailles no Bara,TV,40,40,On-Hold
Vexille: 2077 Nihon Sakoku,Movie,1,1,On-Hold
Vicious,OVA,2,2,On-Hold
Victorian Maid Maria no Houshi,OVA,1,1,On-Hold
Vinland Saga,TV,24,24,On-Hold
Violence Gekiga David no Hoshi,OVA,4,0,Dropped
Violence Gekiga Shin David no Hoshi: Inma Densetsu,OVA,1,0,Dropped
Violet Evergarden,TV,13,13,On-Hold
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Special,1,1,On-Hold
Viper GTS,OVA,3,3,On-Hold
Viper's Creed,TV,12,0,Dropped
Virgin Night,OVA,1,1,On-Hold
Virtua Fighter,TV,35,24,On-Hold
Virtual-san wa Miteiru,TV,12,12,Watching
Virus: Virus Buster Serge,TV,12,12,On-Hold
ViVid Strike!,TV,12,12,On-Hold
ViVid Strike! Specials,Special,3,3,On-Hold
Vividred Operation,TV,12,12,On-Hold
Votoms Finder,OVA,1,1,On-Hold
W'z,TV,13,13,Watching
Wagaya no Oinari-sama.,TV,24,24,On-Hold
Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,Special,12,5,On-Hold
Waisetsu Missile The Animation,OVA,1,1,On-Hold
Wakaokami wa Shougakusei! Movie,Movie,1,1,On-Hold
Walking Meat,Movie,1,0,Dropped
Wana: Hakudaku Mamire no Houkago,OVA,2,2,On-Hold
Wangan Midnight,TV,26,26,On-Hold
Wanna. SpartanSex Spermax!!!,OVA,2,2,On-Hold
Warau Hyouteki,OVA,1,1,On-Hold
Warau Kangofu The Animation,OVA,2,2,On-Hold
Wasurenagumo,Movie,1,1,On-Hold
Watanuki-san Chi no,TV,12,0,Plan to Watch
Watanuki-san Chi to,TV,12,0,Plan to Watch
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,TV,12,12,On-Hold
Watashi ga Toriko ni Natte Yaru,OVA,2,2,On-Hold
Watashi ni Tenshi ga Maiorita!,TV,12,12,Watching
Watashi no Shiranai Mesu no Kao,OVA,1,1,On-Hold
"Watashi wa, Kairaku Izonshou",OVA,2,2,On-Hold
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",TV,12,12,Watching
Waver,OVA,3,3,On-Hold
Weiß Kreuz,TV,25,25,On-Hold
Weiß Kreuz Glühen,TV,13,13,On-Hold
Weiß Kreuz OVA,OVA,2,2,On-Hold
Wellber no Monogatari: Sisters of Wellber,TV,13,13,On-Hold
Wellber no Monogatari: Sisters of Wellber Zwei,TV,13,13,On-Hold
White Album,TV,13,13,On-Hold
